Uv/X-ray,Mean Theta,Critical Energy
2.019720522566652e-10,0.00142357173598062,8.740105638070316
1.0004683738454093e-06,0.0010630270590789924,10.557356615963972
9.01560889913887e-05,0.0009065809599297993,13.365215164352128
0.0010744948964191523,0.0007960816905148035,16.54786713645903
0.005064531109019052,0.0007134700088115159,20.08101282398477
0.014785908478759751,0.0006489508679946254,23.998335242572235
0.03168206441348189,0.0005970289674095538,28.18460661080134
0.05622324157188094,0.0005530588706298559,32.66450224054309
0.08830853392247733,0.0005160216155758355,37.38321906813993
0.12784422858114722,0.00048407960499644736,42.40311788589361
0.1745602483228763,0.00045607903400678504,47.71635700747884
0.2284712181229917,0.0004308050726417009,53.38261649314509
0.28655142759265334,0.0004086494834087599,59.141969132648995
0.3499697483895516,0.00038898798616301196,65.11504034591897
0.4203481016848943,0.0003707065555609227,71.48613330000569
0.4957187659087503,0.0003539752742555665,78.10105534843852
0.5741849180145031,0.0003389568320993241,84.8083061695522
0.6589691377906786,0.0003249103951149844,91.88865920865591
0.7481521980489557,0.0003118884388507538,99.19560174136296
0.8440726629744201,0.0002994771868934441,106.92213612734818
0.9418904817329848,0.0002881887999342331,114.68245348198238
1.0424674197397361,0.00027781848928701904,122.54478388444075
1.1503404927221463,0.000267777797816286,130.86966941481077
1.2623880014038176,0.000258327632552385,139.41660447271752
1.3786474018357424,0.00024940981863659414,148.18765798319984
1.4987305473474044,0.0002410361001816298,157.15069143734723
1.6230951494049224,0.0002330876127944267,166.3422138285924
1.7516188987369532,0.00022553148344118824,175.75315508472488
1.884322204616567,0.00021833690043194265,185.38445748115112
2.0230705185754934,0.00021141285201165935,195.36278607294804
2.1613522918626478,0.00020501489905008508,205.2248531847541
2.3081991557368595,0.00019868733152821308,215.61796772909153
2.4590163913548015,0.00019263390723866318,226.21059979203739
2.6154571793396575,0.00018681212453904811,237.107373494297
2.77651983167757,0.00018122315724573664,248.24135752225206
2.9360015266424035,0.00017605082237501105,259.18739550020405
3.1055207875282775,0.0001709131415797425,270.7407255235066
3.280353719635261,0.00016597456699461946,282.5752090086766
3.453511050237432,0.0001614410267563878,294.21312948957313
3.6379119162328863,0.00015697066903514812,306.52363478816653
