Emittance,Beam Energy,Beam Spread,Beam Radius
2.0008842640680906,0.15329997670452705,0.01,2.8760126478634698
8.820983357676223,0.23881732401817132,2.52,16.85576363617937
9.00979601752639,0.3243494857896376,3.68,15.77946458520153
9.028893258986322,0.40979629037545817,4.32,14.827323015220262
9.016950887104375,0.49516344936630746,4.73,14.09202638370214
9.071295440029875,0.581148638083192,5.01,13.480811840048169
9.066496759815069,0.6658422261517377,5.21,12.955658199259023
9.040275042997306,0.7517107433625234,5.36,12.355414689302187
9.049476482294711,0.836291394802776,5.47,12.084422607992039
9.017741846899245,0.9203451977099042,5.59,11.530816923801405
9.057654429264025,1.0043660933434844,5.69,11.467277086128743
9.019338126871052,1.0899686219093352,5.77,11.042271258524547
8.997673726865706,1.1739203828079425,5.83,10.77156624114648
9.006543841156727,1.2567684993502923,5.89,10.569241212509574
8.996614173225941,1.341473127536293,5.93,10.357908419373993
8.980372547922599,1.426151669745557,5.97,10.143918638113181
8.982706155239729,1.5089041211251832,6.01,10.002368029625217
8.98599079564258,1.5917774973217298,6.06,9.879343488990273
8.969223506407735,1.6746307690619857,6.1,9.74415862894729
8.974825628460223,1.7595891416956575,6.14,9.574295218590636
8.970503894310443,1.8424052184797073,6.17,9.438655942677647
8.962499604735203,1.9236132558280645,6.2,9.286147225007271
8.955306760408542,2.007193965274332,6.23,9.16710394937876
8.95787081441304,2.0907590404132383,6.25,9.08640371333102
8.955176295576063,2.1742799954634986,6.28,8.988087295937975
8.94298582558379,2.256015356216315,6.31,8.850226686539848
8.923166065574538,2.337741182473624,6.34,8.697931445071612
8.94670800316004,2.419453387821165,6.37,8.684404984534968
8.923775494782301,2.5011546772395197,6.4,8.552410573984233
8.94325955758205,2.5836299216205885,6.43,8.516344993893597
8.92307613196518,2.663346994556566,6.45,8.392957050997754
8.929749180486272,2.7458020207019023,6.47,8.36520243433619
8.922084949620132,2.8282111957445957,6.49,8.253158261359228
8.907477900229292,2.9095813736233205,6.53,8.151713549232175
8.911035240318048,2.9909435880327098,6.55,8.120711032049599
8.911067229418732,3.0693907265110822,6.58,8.027048193594993
8.910773221476067,3.1507348709839764,6.61,7.987341862359701
8.903790721047397,3.2326521225169587,6.63,7.9037738913049935
8.907361016679435,3.3115279381156033,6.66,7.869827184858366
8.906204038829062,3.3934299913971544,6.68,7.795990789712505
