Emittance (um),Beam Radius (um),Beam Radius Fraction
13.7193,45.227,3.0
13.7193,60.3027,4.0
13.7193,75.3784,5.0
13.7895,7.5571,0.5
13.7895,15.1142,1.0
13.7895,30.2284,2.0
13.7895,45.3425,3.0
13.7895,60.4567,4.0
13.7895,75.5709,5.0
13.8596,7.5763,0.5
13.8596,15.1526,1.0
13.8596,30.3052,2.0
13.8596,45.4578,3.0
13.8596,60.6104,4.0
13.8596,75.7629,5.0
13.9298,7.5955,0.5
13.9298,15.1909,1.0
13.9298,30.3818,2.0
13.9298,45.5727,3.0
13.9298,60.7636,4.0
13.9298,75.9545,5.0
14.0,7.6146,0.5
14.0,15.2291,1.0
14.0,30.4582,2.0
14.0,45.6874,3.0
14.0,60.9165,4.0
14.0,76.1456,5.0
14.0702,7.6336,0.5
14.0702,15.2672,1.0
14.0702,30.5345,2.0
14.0702,45.8017,3.0
14.0702,61.069,4.0
14.0702,76.3362,5.0
14.1404,7.6526,0.5
14.1404,15.3053,1.0
14.1404,30.6105,2.0
14.1404,45.9158,3.0
14.1404,61.2211,4.0
14.1404,76.5263,5.0
14.2105,7.6716,0.5
14.2105,15.3432,1.0
14.2105,30.6864,2.0
14.2105,46.0296,3.0
14.2105,61.3728,4.0
14.2105,76.716,5.0
14.2807,7.6905,0.5
14.2807,15.381,1.0
14.2807,30.7621,2.0
14.2807,46.1431,3.0
14.2807,61.5241,4.0
14.2807,76.9052,5.0
14.3509,7.7094,0.5
14.3509,15.4188,1.0
14.3509,30.8376,2.0
14.3509,46.2563,3.0
14.3509,61.6751,4.0
14.3509,77.0939,5.0
14.4211,7.7282,0.5
14.4211,15.4564,1.0
14.4211,30.9129,2.0
14.4211,46.3693,3.0
14.4211,61.8257,4.0
14.4211,77.2822,5.0
14.4912,7.747,0.5
14.4912,15.494,1.0
14.4912,30.988,2.0
14.4912,46.482,3.0
14.4912,61.976,4.0
14.4912,77.47,5.0
14.5614,7.7657,0.5
14.5614,15.5315,1.0
14.5614,31.0629,2.0
14.5614,46.5944,3.0
14.5614,62.1259,4.0
14.5614,77.6573,5.0
14.6316,7.7844,0.5
14.6316,15.5688,1.0
14.6316,31.1377,2.0
14.6316,46.7065,3.0
14.6316,62.2754,4.0
14.6316,77.8442,5.0
14.7018,7.8031,0.5
14.7018,15.6061,1.0
14.7018,31.2123,2.0
14.7018,46.8184,3.0
14.7018,62.4245,4.0
14.7018,78.0307,5.0
14.7719,7.8217,0.5
14.7719,15.6433,1.0
14.7719,31.2867,2.0
14.7719,46.93,3.0
14.7719,62.5733,4.0
14.7719,78.2167,5.0
14.8421,7.8402,0.5
14.8421,15.6804,1.0
14.8421,31.3609,2.0
14.8421,47.0413,3.0
14.8421,62.7218,4.0
14.8421,78.4022,5.0
14.9123,7.8587,0.5
14.9123,15.7175,1.0
14.9123,31.4349,2.0
14.9123,47.1524,3.0
14.9123,62.8699,4.0
14.9123,78.5874,5.0
14.9825,7.8772,0.5
14.9825,15.7544,1.0
14.9825,31.5088,2.0
14.9825,47.2632,3.0
14.9825,63.0177,4.0
14.9825,78.7721,5.0
15.0526,7.8956,0.5
15.0526,15.7913,1.0
15.0526,31.5825,2.0
15.0526,47.3738,3.0
15.0526,63.1651,4.0
15.0526,78.9563,5.0
15.1228,7.914,0.5
15.1228,15.828,1.0
15.1228,31.6561,2.0
15.1228,47.4841,3.0
15.1228,63.3121,4.0
15.1228,79.1402,5.0
15.193,7.9324,0.5
15.193,15.8647,1.0
15.193,31.7294,2.0
15.193,47.5941,3.0
15.193,63.4589,4.0
15.193,79.3236,5.0
15.2632,7.9507,0.5
15.2632,15.9013,1.0
15.2632,31.8026,2.0
15.2632,47.7039,3.0
15.2632,63.6052,4.0
15.2632,79.5066,5.0
15.3333,7.9689,0.5
15.3333,15.9378,1.0
15.3333,31.8756,2.0
15.3333,47.8135,3.0
15.3333,63.7513,4.0
15.3333,79.6891,5.0
15.4035,7.9871,0.5
15.4035,15.9743,1.0
15.4035,31.9485,2.0
15.4035,47.9228,3.0
15.4035,63.897,4.0
15.4035,79.8713,5.0
15.4737,8.0053,0.5
15.4737,16.0106,1.0
15.4737,32.0212,2.0
15.4737,48.0318,3.0
15.4737,64.0424,4.0
15.4737,80.053,5.0
15.5439,8.0234,0.5
15.5439,16.0469,1.0
15.5439,32.0937,2.0
15.5439,48.1406,3.0
15.5439,64.1875,4.0
15.5439,80.2343,5.0
15.614,8.0415,0.5
15.614,16.083,1.0
15.614,32.1661,2.0
15.614,48.2491,3.0
15.614,64.3322,4.0
15.614,80.4152,5.0
15.6842,8.0596,0.5
15.6842,16.1191,1.0
15.6842,32.2383,2.0
15.6842,48.3574,3.0
15.6842,64.4766,4.0
15.6842,80.5957,5.0
15.7544,8.0776,0.5
15.7544,16.1552,1.0
15.7544,32.3103,2.0
15.7544,48.4655,3.0
15.7544,64.6207,4.0
15.7544,80.7758,5.0
15.8246,8.0956,0.5
15.8246,16.1911,1.0
15.8246,32.3822,2.0
15.8246,48.5733,3.0
15.8246,64.7644,4.0
15.8246,80.9555,5.0
15.8947,8.1135,0.5
15.8947,16.227,1.0
15.8947,32.4539,2.0
15.8947,48.6809,3.0
15.8947,64.9079,4.0
15.8947,81.1348,5.0
15.9649,8.1314,0.5
15.9649,16.2628,1.0
15.9649,32.5255,2.0
15.9649,48.7883,3.0
15.9649,65.051,4.0
15.9649,81.3138,5.0
16.0351,8.1492,0.5
16.0351,16.2985,1.0
16.0351,32.5969,2.0
16.0351,48.8954,3.0
16.0351,65.1938,4.0
16.0351,81.4923,5.0
16.1053,8.167,0.5
16.1053,16.3341,1.0
16.1053,32.6682,2.0
16.1053,49.0022,3.0
16.1053,65.3363,4.0
16.1053,81.6704,5.0
16.1754,8.1848,0.5
16.1754,16.3696,1.0
16.1754,32.7393,2.0
16.1754,49.1089,3.0
16.1754,65.4785,4.0
16.1754,81.8481,5.0
16.2456,8.2025,0.5
16.2456,16.4051,1.0
16.2456,32.8102,2.0
16.2456,49.2153,3.0
16.2456,65.6204,4.0
16.2456,82.0255,5.0
16.3158,8.2202,0.5
16.3158,16.4405,1.0
16.3158,32.881,2.0
16.3158,49.3215,3.0
16.3158,65.762,4.0
16.3158,82.2025,5.0
16.386,8.2379,0.5
16.386,16.4758,1.0
16.386,32.9516,2.0
16.386,49.4274,3.0
16.386,65.9032,4.0
16.386,82.379,5.0
16.4561,8.2555,0.5
16.4561,16.5111,1.0
16.4561,33.0221,2.0
16.4561,49.5332,3.0
16.4561,66.0442,4.0
16.4561,82.5553,5.0
16.5263,8.2731,0.5
16.5263,16.5462,1.0
16.5263,33.0924,2.0
16.5263,49.6387,3.0
16.5263,66.1849,4.0
16.5263,82.7311,5.0
16.5965,8.2907,0.5
16.5965,16.5813,1.0
16.5965,33.1626,2.0
16.5965,49.7439,3.0
16.5965,66.3252,4.0
16.5965,82.9066,5.0
16.6667,8.3082,0.5
16.6667,16.6163,1.0
16.6667,33.2327,2.0
16.6667,49.849,3.0
16.6667,66.4653,4.0
16.6667,83.0817,5.0
16.7368,8.3256,0.5
16.7368,16.6513,1.0
16.7368,33.3026,2.0
16.7368,49.9538,3.0
16.7368,66.6051,4.0
16.7368,83.2564,5.0
16.807,8.3431,0.5
16.807,16.6861,1.0
16.807,33.3723,2.0
16.807,50.0584,3.0
16.807,66.7446,4.0
16.807,83.4307,5.0
16.8772,8.3605,0.5
16.8772,16.7209,1.0
16.8772,33.4419,2.0
16.8772,50.1628,3.0
16.8772,66.8838,4.0
16.8772,83.6047,5.0
16.9474,8.3778,0.5
16.9474,16.7557,1.0
16.9474,33.5113,2.0
16.9474,50.267,3.0
16.9474,67.0227,4.0
16.9474,83.7784,5.0
17.0175,8.3952,0.5
17.0175,16.7903,1.0
17.0175,33.5807,2.0
17.0175,50.371,3.0
17.0175,67.1613,4.0
17.0175,83.9516,5.0
17.0877,8.4125,0.5
17.0877,16.8249,1.0
17.0877,33.6498,2.0
17.0877,50.4747,3.0
17.0877,67.2996,4.0
17.0877,84.1246,5.0
17.1579,8.4297,0.5
17.1579,16.8594,1.0
17.1579,33.7188,2.0
17.1579,50.5783,3.0
17.1579,67.4377,4.0
17.1579,84.2971,5.0
17.2281,8.4469,0.5
17.2281,16.8939,1.0
17.2281,33.7877,2.0
17.2281,50.6816,3.0
17.2281,67.5755,4.0
17.2281,84.4693,5.0
17.2982,8.4641,0.5
17.2982,16.9282,1.0
17.2982,33.8565,2.0
17.2982,50.7847,3.0
17.2982,67.713,4.0
17.2982,84.6412,5.0
17.3684,8.4813,0.5
17.3684,16.9625,1.0
17.3684,33.9251,2.0
17.3684,50.8876,3.0
17.3684,67.8502,4.0
17.3684,84.8127,5.0
17.4386,8.4984,0.5
17.4386,16.9968,1.0
17.4386,33.9935,2.0
17.4386,50.9903,3.0
17.4386,67.9871,4.0
17.4386,84.9839,5.0
17.5088,8.5155,0.5
17.5088,17.0309,1.0
17.5088,34.0619,2.0
17.5088,51.0928,3.0
17.5088,68.1238,4.0
17.5088,85.1547,5.0
17.5789,8.5325,0.5
17.5789,17.065,1.0
17.5789,34.1301,2.0
17.5789,51.1951,3.0
17.5789,68.2601,4.0
17.5789,85.3252,5.0
17.6491,8.5495,0.5
17.6491,17.0991,1.0
17.6491,34.1981,2.0
17.6491,51.2972,3.0
17.6491,68.3963,4.0
17.6491,85.4953,5.0
17.7193,8.5665,0.5
17.7193,17.133,1.0
17.7193,34.266,2.0
17.7193,51.3991,3.0
17.7193,68.5321,4.0
17.7193,85.6651,5.0
17.7895,8.5835,0.5
17.7895,17.1669,1.0
17.7895,34.3338,2.0
17.7895,51.5007,3.0
17.7895,68.6677,4.0
17.7895,85.8346,5.0
17.8596,8.6004,0.5
17.8596,17.2007,1.0
17.8596,34.4015,2.0
17.8596,51.6022,3.0
17.8596,68.803,4.0
17.8596,86.0037,5.0
17.9298,8.6173,0.5
17.9298,17.2345,1.0
17.9298,34.469,2.0
17.9298,51.7035,3.0
17.9298,68.938,4.0
17.9298,86.1725,5.0
18.0,8.6341,0.5
18.0,17.2682,1.0
18.0,34.5364,2.0
18.0,51.8046,3.0
18.0,69.0728,4.0
18.0,86.341,5.0
18.0702,8.6509,0.5
18.0702,17.3018,1.0
18.0702,34.6037,2.0
18.0702,51.9055,3.0
18.0702,69.2073,4.0
18.0702,86.5091,5.0
18.1404,8.6677,0.5
18.1404,17.3354,1.0
18.1404,34.6708,2.0
18.1404,52.0062,3.0
18.1404,69.3416,4.0
18.1404,86.6769,5.0
18.2105,8.6844,0.5
18.2105,17.3689,1.0
18.2105,34.7378,2.0
18.2105,52.1067,3.0
18.2105,69.4755,4.0
18.2105,86.8444,5.0
18.2807,8.7012,0.5
18.2807,17.4023,1.0
18.2807,34.8046,2.0
18.2807,52.207,3.0
18.2807,69.6093,4.0
18.2807,87.0116,5.0
18.3509,8.7178,0.5
18.3509,17.4357,1.0
18.3509,34.8714,2.0
18.3509,52.3071,3.0
18.3509,69.7428,4.0
18.3509,87.1785,5.0
18.4211,8.7345,0.5
18.4211,17.469,1.0
18.4211,34.938,2.0
18.4211,52.407,3.0
18.4211,69.876,4.0
18.4211,87.345,5.0
18.4912,8.7511,0.5
18.4912,17.5022,1.0
18.4912,35.0045,2.0
18.4912,52.5067,3.0
18.4912,70.009,4.0
18.4912,87.5112,5.0
18.5614,8.7677,0.5
18.5614,17.5354,1.0
18.5614,35.0708,2.0
18.5614,52.6063,3.0
18.5614,70.1417,4.0
18.5614,87.6771,5.0
18.6316,8.7843,0.5
18.6316,17.5685,1.0
18.6316,35.1371,2.0
18.6316,52.7056,3.0
18.6316,70.2741,4.0
18.6316,87.8427,5.0
18.7018,8.8008,0.5
18.7018,17.6016,1.0
18.7018,35.2032,2.0
18.7018,52.8048,3.0
18.7018,70.4064,4.0
18.7018,88.008,5.0
18.7719,8.8173,0.5
18.7719,17.6346,1.0
18.7719,35.2692,2.0
18.7719,52.9038,3.0
18.7719,70.5383,4.0
18.7719,88.1729,5.0
18.8421,8.8338,0.5
18.8421,17.6675,1.0
18.8421,35.335,2.0
18.8421,53.0025,3.0
18.8421,70.6701,4.0
18.8421,88.3376,5.0
18.9123,8.8502,0.5
18.9123,17.7004,1.0
18.9123,35.4008,2.0
18.9123,53.1012,3.0
18.9123,70.8015,4.0
18.9123,88.5019,5.0
18.9825,8.8666,0.5
18.9825,17.7332,1.0
18.9825,35.4664,2.0
18.9825,53.1996,3.0
18.9825,70.9328,4.0
18.9825,88.666,5.0
19.0526,8.883,0.5
19.0526,17.7659,1.0
19.0526,35.5319,2.0
19.0526,53.2978,3.0
19.0526,71.0638,4.0
19.0526,88.8297,5.0
19.1228,8.8993,0.5
19.1228,17.7986,1.0
19.1228,35.5973,2.0
19.1228,53.3959,3.0
19.1228,71.1945,4.0
19.1228,88.9931,5.0
19.193,8.9156,0.5
19.193,17.8313,1.0
19.193,35.6625,2.0
19.193,53.4938,3.0
19.193,71.325,4.0
19.193,89.1563,5.0
19.2632,8.9319,0.5
19.2632,17.8638,1.0
19.2632,35.7277,2.0
19.2632,53.5915,3.0
19.2632,71.4553,4.0
19.2632,89.3191,5.0
19.3333,8.9482,0.5
19.3333,17.8963,1.0
19.3333,35.7927,2.0
19.3333,53.689,3.0
19.3333,71.5853,4.0
19.3333,89.4817,5.0
19.4035,8.9644,0.5
19.4035,17.9288,1.0
19.4035,35.8576,2.0
19.4035,53.7864,3.0
19.4035,71.7151,4.0
19.4035,89.6439,5.0
19.4737,8.9806,0.5
19.4737,17.9612,1.0
19.4737,35.9224,2.0
19.4737,53.8835,3.0
19.4737,71.8447,4.0
19.4737,89.8059,5.0
19.5439,8.9968,0.5
19.5439,17.9935,1.0
19.5439,35.987,2.0
19.5439,53.9805,3.0
19.5439,71.974,4.0
19.5439,89.9676,5.0
19.614,9.0129,0.5
19.614,18.0258,1.0
19.614,36.0516,2.0
19.614,54.0774,3.0
19.614,72.1031,4.0
19.614,90.1289,5.0
19.6842,9.029,0.5
19.6842,18.058,1.0
19.6842,36.116,2.0
19.6842,54.174,3.0
19.6842,72.232,4.0
19.6842,90.29,5.0
19.7544,9.0451,0.5
19.7544,18.0902,1.0
19.7544,36.1803,2.0
19.7544,54.2705,3.0
19.7544,72.3607,4.0
19.7544,90.4508,5.0
19.8246,9.0611,0.5
19.8246,18.1223,1.0
19.8246,36.2445,2.0
19.8246,54.3668,3.0
19.8246,72.4891,4.0
19.8246,90.6113,5.0
19.8947,9.0772,0.5
19.8947,18.1543,1.0
19.8947,36.3086,2.0
19.8947,54.4629,3.0
19.8947,72.6173,4.0
19.8947,90.7716,5.0
19.9649,9.0932,0.5
19.9649,18.1863,1.0
19.9649,36.3726,2.0
19.9649,54.5589,3.0
19.9649,72.7452,4.0
19.9649,90.9315,5.0
20.0351,9.1091,0.5
20.0351,18.2182,1.0
20.0351,36.4365,2.0
20.0351,54.6547,3.0
20.0351,72.873,4.0
20.0351,91.0912,5.0
20.1053,9.1251,0.5
20.1053,18.2501,1.0
20.1053,36.5002,2.0
20.1053,54.7503,3.0
20.1053,73.0005,4.0
20.1053,91.2506,5.0
20.1754,9.141,0.5
20.1754,18.2819,1.0
20.1754,36.5639,2.0
20.1754,54.8458,3.0
20.1754,73.1278,4.0
20.1754,91.4097,5.0
20.2456,9.1569,0.5
20.2456,18.3137,1.0
20.2456,36.6274,2.0
20.2456,54.9411,3.0
20.2456,73.2548,4.0
20.2456,91.5685,5.0
20.3158,9.1727,0.5
20.3158,18.3454,1.0
20.3158,36.6908,2.0
20.3158,55.0363,3.0
20.3158,73.3817,4.0
20.3158,91.7271,5.0
20.386,9.1885,0.5
20.386,18.3771,1.0
20.386,36.7541,2.0
20.386,55.1312,3.0
20.386,73.5083,4.0
20.386,91.8854,5.0
20.4561,9.2043,0.5
20.4561,18.4087,1.0
20.4561,36.8174,2.0
20.4561,55.226,3.0
20.4561,73.6347,4.0
20.4561,92.0434,5.0
20.5263,9.2201,0.5
20.5263,18.4402,1.0
20.5263,36.8805,2.0
20.5263,55.3207,3.0
20.5263,73.7609,4.0
20.5263,92.2011,5.0
20.5965,9.2359,0.5
20.5965,18.4717,1.0
20.5965,36.9434,2.0
20.5965,55.4152,3.0
20.5965,73.8869,4.0
20.5965,92.3586,5.0
20.6667,9.2516,0.5
20.6667,18.5032,1.0
20.6667,37.0063,2.0
20.6667,55.5095,3.0
20.6667,74.0126,4.0
20.6667,92.5158,5.0
20.7368,9.2673,0.5
20.7368,18.5346,1.0
20.7368,37.0691,2.0
20.7368,55.6037,3.0
20.7368,74.1382,4.0
20.7368,92.6728,5.0
20.807,9.2829,0.5
20.807,18.5659,1.0
20.807,37.1318,2.0
20.807,55.6977,3.0
20.807,74.2635,4.0
20.807,92.8294,5.0
20.8772,9.2986,0.5
20.8772,18.5972,1.0
20.8772,37.1943,2.0
20.8772,55.7915,3.0
20.8772,74.3887,4.0
20.8772,92.9858,5.0
20.9474,9.3142,0.5
20.9474,18.6284,1.0
20.9474,37.2568,2.0
20.9474,55.8852,3.0
20.9474,74.5136,4.0
20.9474,93.142,5.0
21.0175,9.3298,0.5
21.0175,18.6596,1.0
21.0175,37.3191,2.0
21.0175,55.9787,3.0
21.0175,74.6383,4.0
21.0175,93.2979,5.0
21.0877,9.3453,0.5
21.0877,18.6907,1.0
21.0877,37.3814,2.0
21.0877,56.0721,3.0
21.0877,74.7628,4.0
21.0877,93.4535,5.0
21.1579,9.3609,0.5
21.1579,18.7218,1.0
21.1579,37.4435,2.0
21.1579,56.1653,3.0
21.1579,74.8871,4.0
21.1579,93.6089,5.0
21.2281,9.3764,0.5
21.2281,18.7528,1.0
21.2281,37.5056,2.0
21.2281,56.2584,3.0
21.2281,75.0112,4.0
21.2281,93.764,5.0
21.2982,9.3919,0.5
21.2982,18.7838,1.0
21.2982,37.5675,2.0
21.2982,56.3513,3.0
21.2982,75.1351,4.0
21.2982,93.9188,5.0
21.3684,9.4073,0.5
21.3684,18.8147,1.0
21.3684,37.6294,2.0
21.3684,56.4441,3.0
21.3684,75.2587,4.0
21.3684,94.0734,5.0
21.4386,9.4228,0.5
21.4386,18.8456,1.0
21.4386,37.6911,2.0
21.4386,56.5367,3.0
21.4386,75.3822,4.0
21.4386,94.2278,5.0
21.5088,9.4382,0.5
21.5088,18.8764,1.0
21.5088,37.7527,2.0
21.5088,56.6291,3.0
21.5088,75.5055,4.0
21.5088,94.3819,5.0
21.5789,9.4536,0.5
21.5789,18.9071,1.0
21.5789,37.8143,2.0
21.5789,56.7214,3.0
21.5789,75.6286,4.0
21.5789,94.5357,5.0
21.6491,9.4689,0.5
21.6491,18.9379,1.0
21.6491,37.8757,2.0
21.6491,56.8136,3.0
21.6491,75.7514,4.0
21.6491,94.6893,5.0
21.7193,9.4843,0.5
21.7193,18.9685,1.0
21.7193,37.9371,2.0
21.7193,56.9056,3.0
21.7193,75.8741,4.0
21.7193,94.8426,5.0
21.7895,9.4996,0.5
21.7895,18.9991,1.0
21.7895,37.9983,2.0
21.7895,56.9974,3.0
21.7895,75.9966,4.0
21.7895,94.9957,5.0
21.8596,9.5149,0.5
21.8596,19.0297,1.0
21.8596,38.0594,2.0
21.8596,57.0892,3.0
21.8596,76.1189,4.0
21.8596,95.1486,5.0
21.9298,9.5301,0.5
21.9298,19.0602,1.0
21.9298,38.1205,2.0
21.9298,57.1807,3.0
21.9298,76.241,4.0
21.9298,95.3012,5.0
22.0,9.5454,0.5
22.0,19.0907,1.0
22.0,38.1814,2.0
22.0,57.2721,3.0
22.0,76.3628,4.0
22.0,95.4536,5.0
22.0702,9.5606,0.5
22.0702,19.1211,1.0
22.0702,38.2423,2.0
22.0702,57.3634,3.0
22.0702,76.4845,4.0
22.0702,95.6057,5.0
22.1404,9.5758,0.5
22.1404,19.1515,1.0
22.1404,38.303,2.0
22.1404,57.4545,3.0
22.1404,76.606,4.0
22.1404,95.7575,5.0
22.2105,9.5909,0.5
22.2105,19.1818,1.0
22.2105,38.3637,2.0
22.2105,57.5455,3.0
22.2105,76.7273,4.0
22.2105,95.9092,5.0
22.2807,9.6061,0.5
22.2807,19.2121,1.0
22.2807,38.4242,2.0
22.2807,57.6363,3.0
22.2807,76.8485,4.0
22.2807,96.0606,5.0
22.3509,9.6212,0.5
22.3509,19.2423,1.0
22.3509,38.4847,2.0
22.3509,57.727,3.0
22.3509,76.9694,4.0
22.3509,96.2117,5.0
22.4211,9.6363,0.5
22.4211,19.2725,1.0
22.4211,38.5451,2.0
22.4211,57.8176,3.0
22.4211,77.0901,4.0
22.4211,96.3627,5.0
22.4912,9.6513,0.5
22.4912,19.3027,1.0
22.4912,38.6053,2.0
22.4912,57.908,3.0
22.4912,77.2107,4.0
22.4912,96.5133,5.0
22.5614,9.6664,0.5
22.5614,19.3328,1.0
22.5614,38.6655,2.0
22.5614,57.9983,3.0
22.5614,77.331,4.0
22.5614,96.6638,5.0
22.6316,9.6814,0.5
22.6316,19.3628,1.0
22.6316,38.7256,2.0
22.6316,58.0884,3.0
22.6316,77.4512,4.0
22.6316,96.814,5.0
22.7018,9.6964,0.5
22.7018,19.3928,1.0
22.7018,38.7856,2.0
22.7018,58.1784,3.0
22.7018,77.5712,4.0
22.7018,96.964,5.0
22.7719,9.7114,0.5
22.7719,19.4227,1.0
22.7719,38.8455,2.0
22.7719,58.2682,3.0
22.7719,77.691,4.0
22.7719,97.1137,5.0
22.8421,9.7263,0.5
22.8421,19.4527,1.0
22.8421,38.9053,2.0
22.8421,58.358,3.0
22.8421,77.8106,4.0
22.8421,97.2633,5.0
22.9123,9.7413,0.5
22.9123,19.4825,1.0
22.9123,38.965,2.0
22.9123,58.4475,3.0
22.9123,77.93,4.0
22.9123,97.4125,5.0
22.9825,9.7562,0.5
22.9825,19.5123,1.0
22.9825,39.0246,2.0
22.9825,58.537,3.0
22.9825,78.0493,4.0
22.9825,97.5616,5.0
23.0526,9.771,0.5
23.0526,19.5421,1.0
23.0526,39.0842,2.0
23.0526,58.6263,3.0
23.0526,78.1684,4.0
23.0526,97.7104,5.0
23.1228,9.7859,0.5
23.1228,19.5718,1.0
23.1228,39.1436,2.0
23.1228,58.7154,3.0
23.1228,78.2872,4.0
23.1228,97.8591,5.0
23.193,9.8007,0.5
23.193,19.6015,1.0
23.193,39.203,2.0
23.193,58.8045,3.0
23.193,78.406,4.0
23.193,98.0074,5.0
23.2632,9.8156,0.5
23.2632,19.6311,1.0
23.2632,39.2622,2.0
23.2632,58.8934,3.0
23.2632,78.5245,4.0
23.2632,98.1556,5.0
23.3333,9.8304,0.5
23.3333,19.6607,1.0
23.3333,39.3214,2.0
23.3333,58.9821,3.0
23.3333,78.6428,4.0
23.3333,98.3035,5.0
23.4035,9.8451,0.5
23.4035,19.6902,1.0
23.4035,39.3805,2.0
23.4035,59.0707,3.0
23.4035,78.761,4.0
23.4035,98.4512,5.0
23.4737,9.8599,0.5
23.4737,19.7197,1.0
23.4737,39.4395,2.0
23.4737,59.1592,3.0
23.4737,78.879,4.0
23.4737,98.5987,5.0
23.5439,9.8746,0.5
23.5439,19.7492,1.0
23.5439,39.4984,2.0
23.5439,59.2476,3.0
23.5439,78.9968,4.0
23.5439,98.746,5.0
23.614,9.8893,0.5
23.614,19.7786,1.0
23.614,39.5572,2.0
23.614,59.3358,3.0
23.614,79.1145,4.0
23.614,98.8931,5.0
23.6842,9.904,0.5
23.6842,19.808,1.0
23.6842,39.616,2.0
23.6842,59.4239,3.0
23.6842,79.2319,4.0
23.6842,99.0399,5.0
23.7544,9.9187,0.5
23.7544,19.8373,1.0
23.7544,39.6746,2.0
23.7544,59.5119,3.0
23.7544,79.3492,4.0
23.7544,99.1865,5.0
23.8246,9.9333,0.5
23.8246,19.8666,1.0
23.8246,39.7332,2.0
23.8246,59.5998,3.0
23.8246,79.4663,4.0
23.8246,99.3329,5.0
23.8947,9.9479,0.5
23.8947,19.8958,1.0
23.8947,39.7916,2.0
23.8947,59.6875,3.0
23.8947,79.5833,4.0
23.8947,99.4791,5.0
23.9649,9.9625,0.5
23.9649,19.925,1.0
23.9649,39.85,2.0
23.9649,59.775,3.0
23.9649,79.7001,4.0
23.9649,99.6251,5.0
24.0351,9.9771,0.5
24.0351,19.9542,1.0
24.0351,39.9083,2.0
24.0351,59.8625,3.0
24.0351,79.8167,4.0
24.0351,99.7708,5.0
24.1053,9.9916,0.5
24.1053,19.9833,1.0
24.1053,39.9666,2.0
24.1053,59.9498,3.0
24.1053,79.9331,4.0
24.1053,99.9164,5.0
24.1754,10.0062,0.5
24.1754,20.0123,1.0
24.1754,40.0247,2.0
24.1754,60.037,3.0
24.1754,80.0494,4.0
24.1754,100.0617,5.0
24.2456,10.0207,0.5
24.2456,20.0414,1.0
24.2456,40.0827,2.0
24.2456,60.1241,3.0
24.2456,80.1655,4.0
24.2456,100.2068,5.0
24.3158,10.0352,0.5
24.3158,20.0703,1.0
24.3158,40.1407,2.0
24.3158,60.211,3.0
24.3158,80.2814,4.0
24.3158,100.3517,5.0
24.386,10.0496,0.5
24.386,20.0993,1.0
24.386,40.1986,2.0
24.386,60.2979,3.0
24.386,80.3972,4.0
24.386,100.4964,5.0
24.4561,10.0641,0.5
24.4561,20.1282,1.0
24.4561,40.2564,2.0
24.4561,60.3846,3.0
24.4561,80.5128,4.0
24.4561,100.6409,5.0
24.5263,10.0785,0.5
24.5263,20.157,1.0
24.5263,40.3141,2.0
24.5263,60.4711,3.0
24.5263,80.6282,4.0
24.5263,100.7852,5.0
24.5965,10.0929,0.5
24.5965,20.1859,1.0
24.5965,40.3717,2.0
24.5965,60.5576,3.0
24.5965,80.7435,4.0
24.5965,100.9293,5.0
24.6667,10.1073,0.5
24.6667,20.2146,1.0
24.6667,40.4293,2.0
24.6667,60.6439,3.0
24.6667,80.8586,4.0
24.6667,101.0732,5.0
24.7368,10.1217,0.5
24.7368,20.2434,1.0
24.7368,40.4867,2.0
24.7368,60.7301,3.0
24.7368,80.9735,4.0
24.7368,101.2169,5.0
24.807,10.136,0.5
24.807,20.2721,1.0
24.807,40.5441,2.0
24.807,60.8162,3.0
24.807,81.0883,4.0
24.807,101.3603,5.0
24.8772,10.1504,0.5
24.8772,20.3007,1.0
24.8772,40.6014,2.0
24.8772,60.9022,3.0
24.8772,81.2029,4.0
24.8772,101.5036,5.0
24.9474,10.1647,0.5
24.9474,20.3293,1.0
24.9474,40.6587,2.0
24.9474,60.988,3.0
24.9474,81.3173,4.0
24.9474,101.6467,5.0
25.0175,10.179,0.5
25.0175,20.3579,1.0
25.0175,40.7158,2.0
25.0175,61.0737,3.0
25.0175,81.4316,4.0
25.0175,101.7895,5.0
25.0877,10.1932,0.5
25.0877,20.3864,1.0
25.0877,40.7729,2.0
25.0877,61.1593,3.0
25.0877,81.5457,4.0
25.0877,101.9322,5.0
25.1579,10.2075,0.5
25.1579,20.4149,1.0
25.1579,40.8299,2.0
25.1579,61.2448,3.0
25.1579,81.6597,4.0
25.1579,102.0746,5.0
25.2281,10.2217,0.5
25.2281,20.4434,1.0
25.2281,40.8868,2.0
25.2281,61.3301,3.0
25.2281,81.7735,4.0
25.2281,102.2169,5.0
25.2982,10.2359,0.5
25.2982,20.4718,1.0
25.2982,40.9436,2.0
25.2982,61.4154,3.0
25.2982,81.8872,4.0
25.2982,102.359,5.0
25.3684,10.2501,0.5
25.3684,20.5002,1.0
25.3684,41.0003,2.0
25.3684,61.5005,3.0
25.3684,82.0007,4.0
25.3684,102.5008,5.0
25.4386,10.2643,0.5
25.4386,20.5285,1.0
25.4386,41.057,2.0
25.4386,61.5855,3.0
25.4386,82.114,4.0
25.4386,102.6425,5.0
25.5088,10.2784,0.5
25.5088,20.5568,1.0
25.5088,41.1136,2.0
25.5088,61.6704,3.0
25.5088,82.2272,4.0
25.5088,102.784,5.0
