avg_epoch_time,total_training_time,total_num_epochs,num_epochs_early_stopping,patience,loss_function,test_loss,test_loss_error,optimiser,learning_rate,activation_function,no_hidden_layers,batch_size,no_nodes,predicted_feature,predictor_features,training_loss,overfitting,test_size,dropout_rate,accuracy_threshold,Emittance_train_loss,Emittance_test_loss,Emittance_test_accuracy,Beam Energy_train_loss,Beam Energy_test_loss,Beam Energy_test_accuracy,Beam Spread_train_loss,Beam Spread_test_loss,Beam Spread_test_accuracy
0.057229259109075094,12.590102195739746,700,113,50,MSELoss(),598.73316050384,110.93725073279329,Adam,0.001,Leaky ReLU,10,30,3,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",569.8390808105469,Overfitting,0.1,0.2,0.1,6938.737032615532,1792.5655765856727,0.06779661016949153,0.10254477829498759,0.022865440033502497,0.4830508474576271,15.129027285818326,3.610994153103586,0.3983050847457627
0.058585180040401745,17.80790638923645,700,158,50,MSELoss(),423.4551321773206,236.56856309317664,Adam,0.001,Leaky ReLU,10,30,6,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",477.7405786514282,Test was better??,0.1,0.2,0.1,5817.92852628029,1267.2605259782176,0.06779661016949153,0.10178349383364795,0.028035267650828522,0.3135593220338983,12.02444263434006,3.076940930495828,0.4915254237288136
0.05839877375742284,9.213611841201782,700,82,50,MSELoss(),275.3801191944187,119.57351564196706,Adam,0.001,Leaky ReLU,10,30,9,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",528.9190807342529,Test was better??,0.1,0.2,0.1,6443.360285354873,824.1474469718287,0.07627118644067797,0.09624905907943593,0.02801150564988286,0.3135593220338983,11.14910643484633,1.9649408772840338,0.3983050847457627
0.058320467094225545,12.441059589385986,700,112,50,MSELoss(),200.3555908203125,267.13058344849503,Adam,0.001,Leaky ReLU,10,30,12,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",518.6539869308472,Test was better??,0.1,0.2,0.1,6313.886229951503,599.393202959481,0.0423728813559322,0.10338509901253096,0.0175520444557197,0.3898305084745763,15.347177467103732,1.6560436729657448,0.3728813559322034
0.06014705379054232,12.142029285430908,700,106,50,MSELoss(),314.89767119844083,97.40835001877626,Adam,0.001,Leaky ReLU,10,30,15,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",493.5570583343506,Test was better??,0.1,0.2,0.1,6009.849569029727,942.5438491045419,0.05084745762711865,0.10750729898464377,0.02627527928453381,0.3559322033898305,13.112155340485653,2.122897024882042,0.3898305084745763
0.059953035651773644,7.936981916427612,700,69,50,MSELoss(),479.6631407656912,243.0395579393649,Adam,0.001,Leaky ReLU,10,30,18,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",450.76822566986084,Overfitting,0.1,0.2,0.1,5489.886847027277,1436.7181696487685,0.05084745762711865,0.09333524588590204,0.013652823407644942,0.4152542372881356,10.920189578654403,2.2575945692547297,0.4830508474576271
0.06196332427690614,12.334990978240967,700,106,50,MSELoss(),514.921774136818,284.02484762652296,Adam,0.001,Leaky ReLU,10,30,21,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",437.10154247283936,Overfitting,0.1,0.2,0.1,5323.8373113082625,1541.914450435315,0.06779661016949153,0.09646171198810562,0.02166165086298676,0.3474576271186441,10.186809230658968,2.8291584899870017,0.423728813559322
0.06089217434911167,13.761258363723755,700,119,50,MSELoss(),274.99419803942664,200.57588831695654,Adam,0.001,Leaky ReLU,10,30,24,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",484.94084072113037,Test was better??,0.1,0.2,0.1,5907.2283418299785,822.9206796419822,0.0847457627118644,0.07950279435490147,0.02876895672436488,0.3050847457627119,10.614277427479372,2.033166998523777,0.4152542372881356
0.06096128601094951,15.93880033493042,700,138,50,MSELoss(),599.74944602837,140.22141150933933,Adam,0.001,Leaky ReLU,10,30,27,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",437.9469795227051,Overfitting,0.1,0.2,0.1,5334.7234745348915,1796.422119140625,0.06779661016949153,0.11308117485526255,0.03389875161445747,0.288135593220339,9.601024434728137,2.7924170978998735,0.3813559322033898
0.0664900132779325,10.922491788864136,700,89,50,MSELoss(),529.746930397163,255.81938715688187,Adam,0.001,Leaky ReLU,10,30,30,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",722.6505470275879,Test was better??,0.1,0.2,0.1,8749.856422553628,1573.033667612884,0.06779661016949153,0.18008607045068578,0.05434345775994204,0.2542372881355932,68.74967421515514,16.152924796282235,0.0
