avg_epoch_time,total_training_time,total_num_epochs,num_epochs_early_stopping,patience,loss_function,test_loss,test_loss_error,optimiser,learning_rate,activation_function,no_hidden_layers,batch_size,no_nodes,predicted_feature,predictor_features,training_loss,overfitting,test_size,dropout_rate,accuracy_threshold,Emittance_train_loss,Emittance_test_loss,Emittance_test_accuracy,Beam Energy_train_loss,Beam Energy_test_loss,Beam Energy_test_accuracy,Beam Spread_train_loss,Beam Spread_test_loss,Beam Spread_test_accuracy
0.15276702669504175,140.21739077568054,800,457,200,MSELoss(),9.502716720104218,2.9602224528700196,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",11.844163365662098,Test was better??,0.1,0.1,0.1,35.50225041806698,28.479185461997986,0.5125,0.00012618868657909843,0.00014425407243834343,1.0,0.03011496724502649,0.028821750078350306,1.0
0.1509993316194868,144.00707268714905,800,467,200,MSELoss(),11.593077659606934,2.4040295337711584,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",10.583765760064125,Overfitting,0.1,0.1,0.1,31.723938137292862,34.752567291259766,0.5791666666666667,0.000150133053296031,0.00014493852813757258,1.0,0.027209476480493322,0.026521613355726004,1.0
0.15324851468135164,66.60082960128784,800,212,200,MSELoss(),15.627132534980774,6.466203577178637,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",14.836276337504387,Overfitting,0.1,0.1,0.1,44.48478439450264,46.856603145599365,0.5208333333333334,0.00013270038721202582,0.00016548159783269512,1.0,0.023913324272143655,0.02463063213508576,1.0
0.15219465414922137,140.81770038604736,800,457,200,MSELoss(),14.783339142799377,6.321788327644513,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",13.395278096199036,Overfitting,0.1,0.1,0.1,40.15337662398815,44.314754247665405,0.5291666666666667,0.00013850044740593148,0.00015265280308085494,1.0,0.03232120015309192,0.03511006385087967,1.0
0.15327896361333737,64.75844192504883,800,207,200,MSELoss(),12.142009019851685,3.975946214814603,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",13.110302574932575,Test was better??,0.1,0.1,0.1,39.300383150577545,36.399375438690186,0.5583333333333333,0.00012048665644215362,0.00012649996824620757,1.0,0.030405151934246533,0.026527496986091137,1.0
0.15318303426184993,118.94799971580505,800,381,200,MSELoss(),10.433422327041626,2.259122548699047,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",10.779263079166412,Test was better??,0.1,0.1,0.1,32.31717452406883,31.27910041809082,0.5125,0.00011058237009820004,0.00010137803269572032,1.0,0.020505342137767002,0.02106626075692475,1.0
0.1286160765883755,148.25763463974,800,571,200,MSELoss(),5.655747878551483,1.8507497880241535,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",5.801757872104645,Test was better??,0.1,0.1,0.1,17.393924564123154,16.955225229263306,0.605,0.00018061250407299667,0.00018939799556392246,1.0,0.011168840050231665,0.011829677619971335,1.0
0.1284472779988388,73.02891373634338,800,279,200,MSELoss(),5.204523682594299,1.1272166356466544,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",5.24507433027029,Test was better??,0.1,0.1,0.1,15.725502562522887,15.603991222381591,0.495,0.00013482427627877768,0.000138417132984614,1.0,0.009586110230884515,0.00944181066006422,1.0
0.12935658004068504,62.984419107437134,800,239,200,MSELoss(),6.742625594139099,1.4442244223498664,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",6.705166986584663,Overfitting,0.1,0.1,0.1,20.10470582842827,20.215548038482666,0.55,0.00018064695016164478,0.00019683024074765854,1.0,0.010614855008316226,0.012132568983361125,1.0
0.31792930366894934,386.10824370384216,800,618,200,MSELoss(),4.2106106042861935,0.4926200504748084,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",4.6063737496733665,Test was better??,0.1,0.1,0.1,13.809668558835984,12.622455835342407,0.62,0.00012899067974103673,0.00011040579156542662,1.0,0.009323841086006724,0.009265346080064773,1.0
6.83793663541339,8979.029287576675,800,516,200,MSELoss(),4.4988550543785095,0.8350193000664271,Adam,0.001,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['X-ray Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",4.344514357298612,Overfitting,0.1,0.1,0.1,13.024855548143387,13.486869430541992,0.665,0.00011669603550217289,0.0001424148456862895,1.0,0.008570849262468982,0.009553652117028832,1.0
