Emittance,X-ray/UV,Initial emittance,Mean Theta,Critical Energy,Beam Energy,Beam Spread,Beam Radius,X-ray Percentage,X-ray Critical Energy,X-ray Mean Theta,No. X-ray Photons,No. UV Photons,No. Other Photons,Total no. Photons,Total Charge,Set Emittance,Set Radius
5.469617434453403,0.407303292541639,2.4972524741915283,0.0002451358757373432,482.53329787095606,3.365994890743725,6.59,5.3987830859354435,0.24767021346455642,1679.0228058455748,0.00011115345877735588,222101513.53546882,545297613.8481944,129363993.33474055,896763120.7184037,1.205092626314082e-10,2.4912,3.0
8.627050957135314,0.4281869266355038,2.4888986548116376,0.0002697849864632809,514.0601825392193,3.3883986968101123,6.7,7.196506102169307,0.2576254825105192,1737.0712820122146,0.00012589101815975928,242277693.6886541,565822258.0319324,132326015.95814106,940425967.6787275,1.2037850812013552e-10,2.4912,4.0
13.247917801070658,0.44091066810904694,2.4972270815096276,0.00029075128794165257,528.438173353999,3.418214345277247,6.96,9.455608363503236,0.26359139037530915,1752.4114236383748,0.0001369427644634006,253069601.2305689,573970238.2705314,133043116.43399659,960082955.935097,1.1971810745490534e-10,2.4912,5.0
12.407253532573131,0.3861297244993064,2.561971744872771,0.0002608031205492354,437.45547441703843,3.412987939691421,6.91,9.36871518212342,0.23755103766312394,1558.3945492859182,0.00011294659595229382,201145982.3100623,520928510.6731627,124673996.47322431,846748489.4564493,1.2042731510360595e-10,2.5614,0.5
3.368954959470508,0.31601137139783697,2.5588889899913045,0.00017597507960884657,339.8730414310105,3.3533280222381254,6.53,4.263999451187573,0.20147706786960798,1351.5516981719657,6.385296884997456e-05,141979358.52898264,449285599.75849795,113427441.84645885,704692400.1339394,1.205110702974627e-10,2.5614,1.0
3.60824980646948,0.3631380961476103,2.5494787026578316,0.00020758991370960997,412.15366049734706,3.3535646950666704,6.48,4.229893048084184,0.225876463600153,1527.6692965089687,8.586722676433316e-05,180728702.68731427,497685879.2965933,121707306.79880592,800121888.7827135,1.2051107029746267e-10,2.5614,2.0
5.655216230251455,0.4076904671130659,2.5531253089772807,0.00024734560543562297,482.45606233899656,3.367423386982847,6.57,5.517621169261368,0.24786410547784649,1677.3710523475613,0.0001122346269583232,222870479.6967293,546665908.7589606,129627608.1507045,899163996.6063943,1.2050444218859634e-10,2.5614,3.0
8.945675815449755,0.42965058412779406,2.5583849791281343,0.0002718594721132593,515.9825835810321,3.3897887727801392,6.7,7.342394903769569,0.2583217131812952,1739.8410462055322,0.0001270786421574732,244210151.5200581,568392457.82899,132769533.44355837,945372142.7926064,1.203724825666206e-10,2.5614,4.0
13.656576105113471,0.44132019398141,2.5522070988305083,0.00029203471480365717,528.3987092573141,3.420412996047719,6.95,9.648010432491331,0.26377974707388585,1751.0153047299423,0.0001371854321889799,253188448.66778395,573706918.7421982,132952579.50940268,959847946.9193848,1.195981989399594e-10,2.5614,5.0
12.902181717490018,0.3882289854364439,2.631619211532738,0.0002639131978854802,440.2438564200754,3.4179567195747644,6.82,9.64283251383635,0.23859733000130662,1563.2527447089233,0.00011464009178788049,203005233.6259675,522900765.37626535,124921768.53756234,850827767.5397952,1.2039417455927419e-10,2.6316,0.5
3.5072794034677592,0.3189020116303823,2.630477234204621,0.00017818686621501166,343.39769733911174,3.3553166421977374,6.49,4.369130619041268,0.2030386417875969,1358.4457418089794,6.518822484374766e-05,144619470.82992536,453491873.85353965,114164257.4219456,712275602.1054106,1.205110702974627e-10,2.6316,1.0
3.7448546441266632,0.36646494783440037,2.6364926293710447,0.00021081817663551875,416.741721215266,3.3540093886239304,6.56,4.317987243355591,0.22757722350957052,1536.4274062659547,8.777340582439926e-05,184533866.96257833,503551207.429438,122777559.91206177,810862634.3040781,1.205110702974627e-10,2.6316,2.0
5.77727630490805,0.409601845337227,2.6366928417312283,0.00024847008537032614,485.6638564688082,3.368467517831575,6.59,5.593601875397312,0.2487857813718558,1684.0913381956816,0.00011316861470124005,224809275.65625688,548848297.9640154,129968326.60848041,903625900.2287529,1.2050504474394783e-10,2.6316,3.0
9.085728092756193,0.43136133591398196,2.6293116955105997,0.00027242195075230757,518.6083580560182,3.389203047661724,6.81,7.4136866307786455,0.2591216659369725,1744.6613500240676,0.0001275127071371265,246219101.08958972,570795480.7027221,133191956.12597576,950206537.9182876,1.2033753435623436e-10,2.6316,4.0
14.145313712359835,0.44249376924124234,2.62986830600239,0.0002946885539206767,529.6816551184103,3.4222859331093893,7.02,9.80389276604595,0.2643292296757256,1752.2249009860643,0.0001383853951184639,254769566.5146376,575758539.9484806,133306149.88145769,963834256.3445759,1.1953011018524133e-10,2.6316,5.0
13.383039425529715,0.39111240059991315,2.696371020706426,0.00026710080121152615,443.990652425509,3.4202996419639717,6.9,9.823252940959723,0.24001504891639208,1569.7090108578184,0.00011635384866477604,206035335.4359341,526793154.9086758,125598247.33759838,858426737.6822083,1.2039899500208606e-10,2.7018,0.5
3.639637390738372,0.321323629595298,2.702345703488192,0.00018048472733611626,346.37769932339864,3.3555542273708485,6.47,4.469025760688682,0.20434248857335416,1364.313667256319,6.637289616902227e-05,146933483.11593795,457275685.8902607,114845806.49975088,719054975.5059495,1.2051107029746272e-10,2.7018,1.0
3.8385839268581603,0.3682868604288682,2.706385554293024,0.00021257693296009272,419.2737157163835,3.353875539625459,6.54,4.365893904827297,0.22850968797945218,1541.2283423102074,8.883538216311081e-05,186636271.8009742,506768749.7285056,123349285.26278502,816754306.7922648,1.2051107029746272e-10,2.7018,2.0
5.888896852197729,0.41134436507561967,2.6998519389752733,0.0002498054076475927,488.19723628327034,3.3693962303337295,6.67,5.627918811033968,0.2496346551713211,1688.5246198624363,0.00011401890692098237,227169605.80981582,552261377.8070207,130577306.91442874,910008290.5312654,1.2050383963324486e-10,2.7018,3.0
9.345126978125688,0.43114108281178054,2.697291145245486,0.00027392006949280515,517.4666163182128,3.3933433425332904,6.74,7.570209183356038,0.25902978746640765,1740.798297457206,0.00012819059910826566,245941979.53799573,570444314.7334313,133087439.7866328,949473734.0580599,1.2031282958682338e-10,2.7018,4.0
14.45186938136091,0.4435612908188837,2.703159922790677,0.0002962441589239469,531.2391673269808,3.422595753605716,7.01,9.95918319587911,0.26482411348178975,1754.867004190469,0.000139600190582302,255735349.83638823,576550197.5257144,133394452.3709031,965679999.7330058,1.1944936776814203e-10,2.7018,5.0
13.875831714425582,0.39400521855945503,2.7727846254413744,0.00027037777943454325,447.82718507983026,3.421994445506125,6.89,10.065262736613532,0.24144006475958563,1576.3949978603614,0.00011800883289376317,209203257.04118556,530965700.92666674,126312159.19677442,866481117.1646266,1.2037670045408104e-10,2.7719,0.5
3.69348680810583,0.3248181413448008,2.7712428460795393,0.00018262206347213623,350.9732126640313,3.3557212628064406,6.53,4.473113699277132,0.20620570378208447,1374.2927378696556,6.758887326942657e-05,150136038.4655079,462215681.1929281,115736959.32480752,728088678.9832435,1.205110702974627e-10,2.7719,1.0
3.8993844083695297,0.3708635463887074,2.7750720115556358,0.0002136556541116995,422.94685016463353,3.3550306536903034,6.58,4.39792365622524,0.22981228097880343,1548.5178400292966,8.938428162675616e-05,189361598.605708,510596418.6818065,124025791.58114043,823983808.868655,1.2051107029746267e-10,2.7719,2.0
6.016223927365915,0.41240090281402825,2.769026283634695,0.0002496808281221468,489.43137020973927,3.3715827207211877,6.6,5.720528204558388,0.25015414957732196,1689.911167972903,0.00011400461791604349,228330201.87837672,553660771.1582581,130767029.43575868,912758002.4723934,1.2050444218859634e-10,2.7719,3.0
9.579963389144542,0.4318000916281426,2.774406959342196,0.000274103840376213,518.2109506633893,3.3951861070024867,6.73,7.710830837275838,0.2593470696437276,1741.5032040716562,0.00012848138171944667,246433481.28684288,570711970.8049214,133061857.46209161,950207309.5538558,1.202923427048728e-10,2.7719,4.0
14.811195063923265,0.4439859805703545,2.7713757293373504,0.0002973661651810241,531.0923996091875,3.4257344236211362,7.03,10.104628136944847,0.2650298235314371,1752.901690304884,0.00014013593567980447,256132448.89783242,576893100.473125,133403230.17147288,966428779.5424303,1.1935898446541896e-10,2.7719,5.0
14.300521986619241,0.39639614126158784,2.8400147534205233,0.00027341107852145734,451.2257380888162,3.423235578037989,6.95,10.180916918950217,0.24260961425207067,1582.8816298345116,0.00011965037855804957,211823448.19429576,534373133.70442283,126907515.18051678,873104097.0792354,1.2035139312931857e-10,2.8421,0.5
3.8210867812912714,0.3268757629666371,2.840476799885416,0.0001844994654465065,353.4301576424251,3.3585482857685474,6.47,4.5791500378124095,0.20731237243321998,1378.7311796001413,6.857283407292057e-05,152041602.14424512,465135746.879353,116216419.80812547,733393768.8317236,1.205110702974627e-10,2.8421,1.0
4.0167908764030775,0.3731709682245413,2.8418468857422967,0.00021633239195151648,426.1084010457569,3.355482950419698,6.57,4.489802509992028,0.23098106787515138,1554.3971765321605,9.085341510605584e-05,191865423.22671336,514148847.48286664,124640055.16971427,830654325.8792942,1.205110702974627e-10,2.8421,2.0
6.168189815388414,0.4135204209993868,2.8434807370118764,0.0002513273089128438,491.0256217201012,3.372849074493022,6.61,5.821995727990261,0.25069548572109984,1692.6366172744536,0.00011497842196267111,229647914.21697196,555348424.2977991,131046938.27744283,916043276.7922139,1.2050444218859634e-10,2.8421,3.0
9.833160909253806,0.4336978267691851,2.835384167205734,0.0002762417655640354,520.845565917414,3.3951439609866965,6.78,7.8385176253882625,0.26023519915611715,1745.7575061733335,0.00012966160288323944,248769116.06293696,573600098.2899377,133570323.68670604,955939538.039581,1.2028993248346682e-10,2.8421,4.0
15.283984121891043,0.4445632147472582,2.841582140647616,0.0002987659326674951,531.2970499221894,3.4301746258952117,6.96,10.269946256224477,0.26530302538831274,1751.8407844013984,0.00014071611373122974,256483112.0989339,576932826.6279273,133339384.63792342,966755323.3647845,1.1935777935471594e-10,2.8421,5.0
14.780426691993547,0.3985531009090141,2.9114839987761214,0.0002764162513027344,453.6335036188899,3.4259603350620322,6.94,10.41086319852278,0.24366904932794423,1585.90102633801,0.00012100916880846355,214076220.18170983,537133495.369746,127343472.76748154,878553188.3189374,1.2031282958682338e-10,2.9123,0.5
3.9394727171289197,0.3293687118066432,2.9061532501808665,0.00018655139621766265,356.7160373824679,3.3587471327616827,6.52,4.659398231252108,0.20863905742787614,1385.7070182653065,6.974173359762601e-05,154485383.13020426,469034785.61404866,116923087.82868226,740443256.5729352,1.205110702974627e-10,2.9123,1.0
4.10914360837959,0.37598166722952026,2.9204106227210263,0.0002181346081891517,430.0942451528656,3.357922554584648,6.54,4.527836130479469,0.232399974149692,1562.0741448054064,9.212662571167203e-05,194774487.69399622,518042512.8949039,125283297.85837632,838100298.4472766,1.205110702974627e-10,2.9123,2.0
6.276461411520409,0.4152371824015598,2.908857686320889,0.00025250363214980625,493.2467603880359,3.3717898995349347,6.61,5.869775607552382,0.25152298460460504,1695.9344626625207,0.0001155041393517833,231952753.26714438,558603042.0629139,131637274.34814578,922193069.678204,1.205038396332448e-10,2.9123,3.0
10.09694586186755,0.4342746098820048,2.91981356281116,0.0002775849342200802,521.3334619970208,3.3982577115732533,6.75,7.948048361698847,0.2605145175631991,1745.7191772929175,0.00013026806538605083,249441709.3721562,574387043.8106688,133667633.98739588,957496387.1702209,1.2024835616421423e-10,2.9123,4.0
15.665276566460836,0.44537960243273444,2.9092117401585997,0.0002996000192269136,531.7379032193219,3.4311649393341166,7.03,10.427682718820465,0.2656850191049775,1750.9730587485174,0.00014067707789798848,257305572.0230481,577721949.1364311,133433451.49845412,968460972.6579332,1.192216018452798e-10,2.9123,5.0
15.378223241435625,0.4016634597367617,2.981461888053491,0.0002795278295131586,457.7979959314742,3.4309494044075115,6.96,10.630862447815943,0.24518388354289788,1593.1599229556045,0.00012289238529608452,217066235.36030304,540418178.6975639,127835747.38057715,885320161.4384441,1.2030198359049656e-10,2.9825,0.5
3.985020012920493,0.3322035029044627,2.983461687382869,0.0001884054054367712,360.57916493055563,3.357368594360912,6.49,4.6707105645180755,0.21013549687802574,1394.255598245631,7.074585855660496e-05,157174501.73364478,473127165.60621595,117665734.9733122,747967402.3131729,1.205110702974627e-10,2.9825,1.0
4.190378952112896,0.3772945548735889,2.9847966788176814,0.0002190232188965531,432.09958173908126,3.3564886426123564,6.52,4.598559008629593,0.23306086855845323,1566.2622640627685,9.275371982494693e-05,196292421.40524104,520263064.6790226,125681233.53050746,842236719.6147712,1.2051107029746275e-10,2.9825,2.0
6.357562697749831,0.41568730655449326,2.979717039791754,0.00025237921957902516,493.8605666041305,3.3715228917474263,6.64,5.916219707037947,0.2517450211173355,1696.8444029756472,0.00011538569622500013,232553032.87750375,559442227.8733159,131768918.756482,923764179.5073017,1.2049901919043296e-10,2.9825,3.0
10.357832016070338,0.4349038476193578,2.976514426670896,0.00027858037042168357,521.7787129540932,3.3989548972319485,6.85,8.07071081954837,0.26081386624877245,1745.4056737386638,0.00013086606362062018,250391711.70452732,575740391.9858589,133907771.89543033,960039875.5858166,1.2019954918074372e-10,2.9825,4.0
16.118516401179807,0.446764788290922,2.980198951370093,0.0003017300745397585,533.6797944353103,3.4335198188749967,7.04,10.569283307775413,0.2663230510680874,1754.1173812933869,0.00014190358209644133,258584715.4179409,578793857.9652724,133565227.31630589,970943800.6995192,1.1908060389303175e-10,2.9825,5.0
15.751529213042257,0.40393911189395737,3.0539137680231043,0.0002824554597315713,461.3732939477397,3.4305512057528227,6.96,10.740204067447277,0.2462774478344438,1600.7255640026888,0.00012446989724253728,219475935.1528039,543339153.5762475,128358411.25111406,891173499.9801655,1.202495612749172e-10,3.0526,0.5
4.144957691857207,0.33483724281827526,3.05497455377436,0.00019037193963474083,363.9526448889263,3.360347132369473,6.49,4.79859419878416,0.21152685715175146,1401.026109575738,7.193532099773944e-05,159475186.2905317,476276727.60727805,118172143.01815276,753924056.9159623,1.205110702974627e-10,3.0526,1.0
4.2811296975500674,0.3794649449802414,3.0556851459670535,0.00022006754521667647,435.1994320390579,3.3580982031930846,6.54,4.644793205081886,0.23414417652624422,1572.3050194190232,9.328950116265353e-05,198493980.82655394,523089111.26662683,126159455.98725644,847742548.0804371,1.205110702974627e-10,3.0526,2.0
